TCP,EEBO,VID,STC,Status,Author,Date,Title,Terms,Pages,Length,Century,Decade,Period,contemporary_single_author,Selection
N18610,NA,NA,Evans 24150,Free,"Brydone, P. (Patrick), 1743-1818.; Beckford, William, d. 1799.",1792,"A tour through Sicily and Malta. In a series of letters to William Beckford, Esq. of Somerly in Suffolk; / from P. Brydone, F.R.S. ; In two volumes.",Voyages and travels.; Sicily (Italy) -- Description and travel; Malta -- Description and travel.; Travel literature.,374,112400,18,1790,1750-1800,n,
N18986,NA,NA,Evans 24705,Free,"Pope, John, 1749-1802.",1792,"A tour through the southern and western territories of the United States of North-America; the Spanish dominions on the River Mississippi, and the Floridas; the countries of the Creek Nations; and many uninhabited parts. By John Pope. ; [One line of Latin text]",Creek Indians.; Ohio River Valley -- Description and travel.; Mississippi River Valley -- Description and travel.; Southern States -- Description and travel.; Travel literature.,104,21096,18,1790,1750-1800,y,
N19488,NA,NA,Evans 25393,Free,"Dickinson, Jonathan, 1663-1722.",1792,"The remarkable deliverance of Robert Barrow, with divers other persons, from the devouring waves of the sea, among which they suffered shipwreck; and also from the cruel devouring jaws of the inhuman cannibals of Florida: God's protecting providence, man's surest help and defence, in times of greatest difficulty, and most eminent danger. / Faithfully related by Jonathan Dickenson, one of the persons concerned therein. ; [Five lines from Psalms]; God's protecting providence, man's surest help and defence in times of greatest difficulty and most imminent danger","Barrow, Robert, d. 1697.; Indian captivities; Indians of North America -- Florida.; Seminole Indians.; Shipwrecks -- Florida.; Florida -- Description and travel.; Captivity narratives.; Booksellers' advertisements -- New Hampshire -- Dover.",125,33265,18,1790,1750-1800,y,
N19547,NA,NA,Evans 25490,Free,"Forrest, Michael.",1793,Travels through America. A poem. / By Michael Forrest.,Voyages and travels -- Poetry.; United States -- Description and travel -- Poetry.; Poems -- 1793.; Songs.,48,9177,18,1790,1750-1800,n,
N19694,NA,NA,Evans 25720,Free,"Bingham, William, 1752-1804.; Lincoln, Benjamin, 1733-1810.",1793,"A description of the situation, climate, soil, and productions of certain tracts of land in the District of Maine and Commonwealth of Massachusetts.",Maine -- Description and travel.,44,10061,18,1790,1750-1800,n,
N19972,NA,NA,Evans 26149,Free,"Seaman, Valentine, 1770-1817.; Livingston, Robert R., 1746-1813, dedicatee.",1793,"A dissertation on the mineral waters of Saratoga; containing, a topographical description of the country, and the situation of the several springs; an analysis of the waters, as made upon the spot, together with remarks on their use in medicine, and a conjecture respecting their natural mode of formation: : also, a method of making an artificial mineral water, resembling that of Saratoga, both in sensible qualities and in medicinal virtue. / By Valentine Seaman, M.D. physician in the city of New-York. ; [Four lines from Bergman]",Mineral waters -- New York (State) -- Saratoga Springs.; Saratoga Springs (N.Y.) -- Description and travel,39,8035,18,1790,1750-1800,n,
N20681,NA,NA,Evans 27162,Free,"Jefferson, Thomas, 1743-1826.; Lewis, Samuel, b. 1757?, ill.; Smither, James, 1741-1797, engraver.",1794,Notes on the state of Virginia. By Thomas Jefferson.,Indians of North America -- Virginia.; Virginia -- History.; Virginia -- Description and travel.,341,78523,18,1790,1750-1800,n,
N20724,NA,NA,Evans 27216,Free,"Lempriere, William, d. 1834.; Kent and Strathern, Edward Augustus, duke of, 1767-1820, dedicatee.",1794,"A tour from Gibraltar to Tangier, Sallee, Mogodore, Santa Cruz, and Tarudant; and thence over Mount Atlas to Morocco. Including a particular account of the royal harem, &c. / By William Lempriere, surgeon.",Morocco -- Description and travel.; Travel literature.,339,90302,18,1790,1750-1800,n,
N20810,NA,NA,Evans 27335,Free,"Montagu, Edward Wortley, 1713-1776.",1794,"The Life, travels and adventures of Edward Wortley Montague, Esq. son to the most famous traveller Lady Mary Wortley Montague. Exhibiting his very extraordinary transactions in England, France, Italy, Turkey, Arabia, Egypt, and the Holy Land: : with remarks on the manners, and customs of the Oriental world. : In two volumes. : Vol. I[-II].","Montagu, Edward Wortley, 1713-1776.; Voyages and travels.; Orient -- Social life and customs.; Travel literature.",143,80778,18,1790,1750-1800,y,
N21543,NA,NA,Evans 28321,Free,"Massachusetts Society for the Aid of Immigrants.; Russell, Thomas, 1740-1796.",1795,Information for immigrants to the New-England states.,Emigration and immigration.; New England -- Description and travel.; New England -- Emigration and immigration.; Broadsides.,2,2034,18,1790,1750-1800,n,
N21828,NA,NA,Evans 28743,Free,"Georgia Mississippi Company.; Hutchins, Thomas, 1730-1789. Historical narrative and topographical description of Louisiana and West Florida. Selections.; Georgia. Act supplementary to an act.",1795,"Grant to the Georgia Mississippi Company, the constitution thereof, and extracts relative to the situation, soil, climate, and navigation of the western territory of the state of Georgia; and particularly of that part thereof in which the Company's lands are situated. Published by order of the Directors.",Spaniards -- America.; Land grants -- Georgia.; Public lands -- Georgia; Mississippi River.; Georgia -- Description and travel.; Mississippi -- Description and travel.; Alabama -- Description and travel.,38,10814,18,1790,1750-1800,n,
N21976,NA,NA,Evans 28963,Free,"Lendrum, John.",1795,"A concise and impartial history of the American Revolution. To which is prefixed, a general history of North and South America. : Together with an account of the discovery and settlement of North America, and a view of the progress, character, and political state of the colonies previous to the Revolution. : From the best authorities. / By John Lendrum. ; Published according to act of Congress. ; Vol. I[-II].","Indians of North America -- Social life and customs.; Indians of South America -- Social life and customs.; America -- Description and travel.; America -- Discovery and exploration.; South America -- History -- To 1806.; United States -- History -- Colonial period, ca. 1600-1775.; United States -- History -- Revolution, 1775-1783.",747,466278,18,1790,1750-1800,n,
N22161,NA,NA,Evans 29236,Free,"Ogden, John Cosens, 1751-1800.",1795,"A Letter from a gentleman to his friend, in England, descriptive of the different settlements in the province of Upper Canada.",Canada -- Description and travel.; Ontario -- Description and travel.; Travel literature.,29,5659,18,1790,1750-1800,y,
N22725,NA,NA,Evans 30032,Free,"Barrington, George, 1755-1804.",1796,"A voyage to New South Wales; with a description of the country; the manners, customs, religion, &c. of the natives, in the vicinity of Botany Bay. / By George Barrington, now superintendent of the convicts at Paramatta.; Voyage to Botany Bay",Voyages and travels.; New South Wales -- Description and travel.; Botany Bay region (Australia) -- Description and travel.; Booksellers' advertisements -- Pennsylvania -- Philadelphia.,161,37662,18,1790,1750-1800,y,
N22949,NA,NA,Evans 30301,Free,"R. B., 1632?-1725?; Brett, Samuel. True relation of the proceedings of the great council.",1796,"A journey to Jerusalem, containing the travels of fourteen Englishmen in 1667, to the Holy Land, and other memorable places noted in Scripture. : To which is prefixed, memorable remarks upon the ancient and modern state of the Jewish nation. : Together with a relation of the great council of the Jews in the plains of Hungary, in 1650, to examine the Scriptures concerning Christ. --By Samuel Beert [i.e., Brett], an English gentleman there present. : With an account of the wonderful delusion of the Jews by a false Messiah at Smyrna, 1666. / Collected by R. Burton.",Jews -- History.; Voyages and travels.; Lost tribes of Israel.; Jerusalem -- Description and travel; Palestine -- Description and travel.; Travel literature.,132,35212,18,1790,1750-1800,n,
N23580,NA,NA,Evans 31199,Free,"Smith, Daniel, 1748-1818.",1796,"A short description of the state of Tennassee, lately called the Territory of the United States, South of the River Ohio; to accompany and explain a map of that country.","Southwest, Old -- Description and travel.; Tennessee -- Description and travel.",37,7299,18,1790,1750-1800,y,
N23903,NA,NA,Evans 31623,Free,"Western Inland Lock Navigation Company.; Weston, William, ca. 1752-1833.; Schuyler, Philip John, 1733-1804.; New York (State). Legislature.; Northern Inland Lock Navigation Company.",1796,"Report of the directors of the Western and Northern Inland Lock Navigation companies, in the state of New-York, to the Legislature: together with the report of Mr. William Weston, engineer.",Inland navigation -- New York (State).; Canals -- New York (State).; New York (State) -- Description and travel.,20,7831,18,1790,1750-1800,n,
N23927,NA,NA,Evans 31653,Free,"Wollstonecraft, Mary, 1759-1797.",1796,"Letters written during a short residence in Sweden, Norway, and Denmark. By Mary Wollstonecraft.",Booksellers and bookselling -- Delaware -- Wilmington.; Sweden -- Description and travel.; Norway -- Description and travel.; Denmark -- Description and travel.; Travel literature.; Booksellers' catalogues -- Delaware -- Wilmington.; Booksellers' advertisements -- Delaware -- Wilmington.,235,50942,18,1790,1750-1800,y,
N23960,NA,NA,Evans 31692,Free,"Adams, John, 1750?-1814, ed.",1797,"The Flowers of modern travels; being elegant, entertaining and instructive extracts, / selected from the works of the most celebrated travellers; such as Lord Lyttleton, Sir W. Hamilton, Baron de Tott, Dr. Johnson, Dr. Moore, Dr. Troil, Addison, Brydone, Cox, Wraxall, Savary, Topham, Sherlock, Douglas, Swinburne, Lady M.W. Montague, &c. &c. ; Intended chiefly for young people of both sexes. ; By the Rev. John Adams, A.M. ; [Two lines of quotations; four lines of poetry] ; Vol I [-II].",Voyages and travels.; Anthologies.; Travel literature.,636,291042,18,1790,1750-1800,n,
N24100,NA,NA,Evans 31871,Free,"Brissot de Warville, J.-P. (Jacques-Pierre), 1754-1793.",1797,"New travels in the United States of America. Performed in 1788, / by J.P. Brissot de Warville. ; Translated from the French. [Five lines of quotations]; Nouveau voyage dans les Etats-Unis. English. Selections",United States -- Description and travel -- Early works to 1800,280,87809,18,1790,1750-1800,y,
N24134,NA,NA,Evans 31911,Free,"Campbell, Donald, 1751-1804.; Mathews, Richard.",1797,"A journey over land to India, partly by a route never gone before by any European, / by Donald Campbell, of Barbreck, Esq. who formerly commanded a regiment of cavalry in the service of His Highness the Nabob of the Carnatic. ; In a series of letter to his son. Comprehending his shipwrick and imprisonment with Hyder Alli and his subsequent negotiationa and transactions in the East. ; [Two lines of Latin quotation]",Voyages and travels.; Prisoners -- India.; Shipwrecks.; Europe -- Description and travel; India -- Description and travel; Captivity narratives.; Booksellers' advertisements -- Pennsylvania -- Philadelphia.,426,127179,18,1790,1750-1800,n,
